game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
30,93,28:14,18,1,1,5,2,1,0,1
30,92,34:22,17,1,0,6,1,0,0,0
30,87,23:08,9,2,1,3,3,0,0,0
30,86,28:00,8,1,0,4,3,1,0,0
30,90,33:15,10,0,6,5,3,2,1,1
30,89,18:31,7,1,0,2,3,2,1,0
30,88,1:25,0,0,0,0,0,0,0,0
30,91,32:58,14,2,0,2,2,1,1,0
30,113,31:36,8,1,0,6,0,0,0,0
30,110,37:43,19,1,2,8,11,2,1,0
30,152,33:35,18,0,2,3,0,1,0,0
30,114,36:07,13,2,2,0,3,0,1,0
30,112,33:47,19,2,4,6,1,2,1,1
30,117,9:31,5,1,0,3,0,1,0,0
30,118,0:41,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
