game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
3,60,32:40,20,0,4,5,0,3,0,1
3,62,23:09,13,1,2,0,0,0,0,0
3,55,27:34,11,3,1,2,5,4,0,0
3,61,26:25,9,1,1,1,1,0,1,2
3,56,27:07,9,1,0,2,1,2,0,0
3,64,6:16,0,0,1,1,0,1,0,0
3,58,18:05,0,0,0,1,2,0,0,0
3,59,5:55,0,0,1,0,0,1,0,0
3,63,15:40,6,2,0,1,2,4,4,0
3,57,17:08,5,1,0,5,0,1,1,1
3,65,0:00,0,0,0,0,0,0,0,0
3,48,35:47,23,1,1,2,5,7,0,2
3,49,28:10,4,0,2,3,0,1,4,4
3,50,22:25,14,0,2,7,0,2,1,0
3,43,31:31,16,1,1,4,3,3,0,0
3,46,24:21,6,1,0,1,3,1,1,0
3,47,25:57,16,4,1,3,1,0,2,0
3,45,17:35,2,0,0,1,1,0,0,0
3,44,10:17,6,2,0,2,2,0,1,0
3,54,3:57,0,0,2,0,0,0,0,0
