game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
27,68,30:17,5,1,0,3,4,0,0,0
27,67,37:45,7,0,0,2,5,4,2,1
27,71,37:50,25,5,1,1,0,2,0,1
27,73,23:09,6,0,1,7,0,1,2,0
27,72,32:31,10,0,1,8,1,1,2,1
27,69,10:37,2,0,0,3,0,2,1,0
27,70,15:21,0,0,0,6,0,0,0,0
27,75,3:30,0,0,0,1,0,0,0,0
27,74,9:00,0,0,0,1,2,1,0,0
27,38,20:08,5,0,0,1,0,2,0,1
27,40,23:59,9,2,1,7,1,1,1,0
27,36,28:18,6,0,0,3,1,1,0,0
27,151,34:00,8,0,6,17,1,2,1,1
27,33,24:58,14,0,1,3,3,3,0,1
27,41,20:38,9,2,0,3,2,2,2,0
27,37,21:30,5,0,2,5,2,0,0,0
27,35,25:29,10,2,0,2,1,0,0,0
27,42,1:00,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
