game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
15,67,37:36,9,1,0,5,6,2,5,0
15,71,36:30,15,1,2,5,1,8,0,1
15,73,20:16,5,0,2,10,0,1,0,1
15,72,28:10,15,0,3,3,1,6,1,0
15,74,23:39,2,0,1,2,1,2,0,0
15,69,31:23,14,0,2,6,1,0,1,2
15,70,18:38,8,0,1,7,1,2,0,1
15,75,3:48,2,0,0,1,0,0,0,0
15,48,37:41,20,2,0,6,3,3,2,0
15,49,21:57,7,2,1,6,1,1,2,1
15,50,26:26,6,0,2,4,0,1,0,0
15,43,27:44,13,3,1,3,4,4,6,1
15,46,25:15,6,2,1,1,3,1,0,0
15,47,23:22,5,1,0,5,0,0,2,0
15,45,13:60,0,0,1,0,1,0,0,0
15,44,18:15,5,1,2,1,2,0,0,0
15,54,5:19,2,0,1,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
