game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
26,134,34:46,8,1,0,4,10,3,2,0
26,140,24:21,11,1,3,5,3,6,2,3
26,136,24:27,4,1,0,1,1,0,0,0
26,137,25:44,8,0,1,4,1,0,0,0
26,147,28:15,26,3,2,9,1,0,0,0
26,138,19:05,16,0,0,3,0,0,0,0
26,143,17:21,6,2,0,0,1,0,0,0
26,135,20:47,9,3,1,3,6,5,1,0
26,124,13:05,9,2,0,1,0,1,1,0
26,125,30:22,10,1,2,4,5,4,2,0
26,122,33:16,14,1,1,1,8,0,0,1
26,123,27:06,5,1,0,3,0,0,0,0
26,149,24:55,13,0,1,7,0,1,2,1
26,159,23:46,24,5,0,3,0,0,2,0
26,130,9:32,0,0,0,0,0,0,0,0
26,129,9:38,8,2,0,1,0,1,0,0
26,127,6:44,0,0,0,0,2,1,0,0
26,132,21:37,1,0,2,2,1,1,1,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
