game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
36,100,5:01,3,1,0,0,1,0,0,0
36,104,31:21,18,0,5,8,1,1,2,2
36,99,27:10,11,3,1,1,3,3,0,0
36,102,33:00,19,1,2,5,8,4,1,1
36,103,34:04,16,2,1,10,2,3,2,0
36,109,3:37,0,0,0,0,0,0,0,0
36,108,25:08,4,0,1,0,0,1,1,0
36,98,7:33,0,0,0,1,0,0,0,0
36,101,15:01,6,0,1,0,0,1,2,0
36,104,18:05,0,0,3,3,1,0,0,0
36,13,29:35,20,4,2,4,2,3,2,0
36,7,30:35,3,1,0,4,2,2,1,0
36,9,27:46,6,2,1,1,0,2,1,1
36,12,35:09,20,3,1,1,4,3,3,1
36,14,32:13,12,0,1,6,0,2,0,2
36,18,0:00,0,0,0,0,0,0,0,0
36,153,1:21,0,0,0,0,0,0,0,0
36,155,21:42,5,1,3,2,3,0,2,0
36,11,16:53,2,0,7,3,1,1,0,1
36,10,1:45,0,0,0,0,0,0,0,0
36,17,3:00,0,0,1,1,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
