game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
33,159,31:16,14,4,0,4,1,0,1,1
33,125,23:24,16,3,1,3,4,4,2,1
33,122,28:54,11,3,0,2,4,0,2,0
33,123,28:26,7,0,1,2,4,2,1,2
33,149,29:15,17,0,1,5,0,3,2,1
33,124,23:41,12,3,0,6,0,0,0,0
33,130,0:06,0,0,0,0,0,0,0,0
33,129,4:23,0,0,0,1,0,0,0,0
33,127,11:06,3,1,0,0,2,2,0,0
33,132,19:29,12,0,0,3,0,1,3,0
33,157,34:41,15,2,3,6,7,5,0,0
33,20,34:57,12,4,1,2,3,3,1,0
33,28,22:33,6,2,0,4,4,2,1,0
33,146,34:32,20,1,0,6,2,0,0,0
33,158,15:43,0,0,0,2,0,3,1,0
33,21,24:00,5,1,1,2,3,2,1,0
33,30,3:49,3,1,1,1,0,0,0,0
33,22,29:45,22,0,7,6,1,3,2,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
