game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
5,13,33:25,7,1,0,6,4,2,1,0
5,9,32:27,10,2,3,2,0,3,1,0
5,12,35:10,26,4,1,1,4,6,2,0
5,8,30:36,9,2,0,4,1,2,0,0
5,14,33:25,20,0,4,10,3,1,2,0
5,16,4:16,3,1,0,0,0,1,0,0
5,18,2:47,0,0,0,0,0,0,0,0
5,11,10:23,0,0,0,4,0,2,0,0
5,116,22:21,13,0,4,1,1,1,0,1
5,112,13:33,0,0,0,3,1,1,1,0
5,110,37:26,20,4,0,8,5,6,5,0
5,115,23:52,8,0,2,1,0,0,0,0
5,114,35:31,7,1,2,1,1,0,0,0
5,119,0:00,0,0,0,0,0,0,0,0
5,111,30:06,14,3,1,3,0,1,1,0
5,113,31:37,14,2,2,6,4,1,0,0
5,117,5:16,0,0,0,1,0,1,1,0
