game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
29,13,32:57,14,4,0,6,6,1,1,0
29,7,32:30,11,1,0,4,11,1,2,0
29,9,36:16,18,4,0,6,3,2,2,0
29,12,38:16,36,7,1,1,1,2,2,0
29,14,33:01,12,0,3,5,1,2,1,1
29,153,2:12,0,0,0,1,0,0,0,0
29,155,8:27,0,0,0,0,0,2,0,0
29,11,7:56,3,0,0,3,1,1,0,1
29,10,5:47,0,0,0,0,1,1,1,0
29,17,2:38,0,0,0,0,0,0,0,0
29,80,26:29,9,1,0,3,4,2,1,0
29,83,24:21,6,0,0,3,5,1,1,1
29,32,28:01,19,2,1,0,1,1,0,0
29,81,30:15,19,0,3,3,3,4,1,0
29,79,31:22,8,2,2,8,3,1,3,0
29,77,14:11,3,0,2,4,1,1,0,0
29,85,11:07,12,2,0,1,0,0,0,0
29,76,19:59,7,0,1,4,2,2,2,0
29,78,14:15,3,1,0,5,1,1,1,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
