game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
12,21,36:42,15,4,0,1,2,1,2,1
12,20,31:52,21,2,0,1,7,4,0,0
12,146,34:31,16,3,5,9,1,5,1,2
12,25,31:27,11,3,1,5,3,0,1,0
12,22,35:02,8,0,6,7,5,1,0,0
12,28,8:33,5,1,0,1,0,0,0,0
12,26,0:00,0,0,0,0,0,0,0,0
12,29,0:00,0,0,0,0,0,0,0,0
12,30,11:26,1,0,0,2,0,2,0,1
12,24,10:27,2,0,1,1,0,0,0,0
12,134,36:53,4,0,3,6,11,2,1,0
12,140,26:15,10,2,3,2,2,3,1,1
12,136,29:24,25,4,0,2,0,2,0,0
12,137,28:08,14,2,1,3,0,1,2,0
12,142,25:27,11,1,3,5,0,0,3,0
12,145,0:14,0,0,0,0,0,0,0,0
12,138,10:14,0,0,0,0,0,1,0,0
12,139,15:57,9,3,0,2,1,0,2,0
12,143,17:13,6,2,0,1,2,0,0,2
12,135,10:15,5,1,0,2,1,1,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
