game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
8,38,27:36,3,0,3,3,3,3,0,0
8,40,29:57,15,2,1,4,0,3,2,0
8,35,24:23,8,2,0,2,3,1,0,0
8,151,22:15,3,0,3,8,0,2,1,0
8,33,21:54,4,0,0,1,2,5,1,0
8,41,19:12,12,1,1,1,0,3,1,0
8,34,12:25,6,0,0,0,2,0,0,0
8,37,17:56,7,0,2,2,1,0,0,2
8,42,1:01,0,0,0,0,0,0,0,0
8,104,25:57,13,1,1,8,2,4,2,1
8,105,26:54,14,4,0,0,4,0,1,0
8,102,24:38,22,1,1,2,2,0,2,0
8,97,23:29,8,2,1,3,1,3,0,0
8,103,27:12,9,0,2,1,4,1,2,1
8,100,12:40,8,2,0,3,1,0,0,1
8,109,7:34,2,0,0,0,0,0,0,0
8,108,8:46,4,0,1,1,1,0,0,0
8,101,20:13,16,0,1,8,2,3,2,0
8,99,18:25,0,0,0,1,3,0,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
