game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
9,124,35:21,14,3,1,5,1,0,0,1
9,125,29:02,11,2,0,5,4,2,1,0
9,122,28:24,19,3,0,4,4,0,1,0
9,126,11:19,0,0,0,0,0,0,1,0
9,149,32:42,26,0,6,4,3,3,2,0
9,128,0:00,0,0,0,0,0,0,0,0
9,130,10:54,0,0,0,2,1,1,0,1
9,129,7:55,0,0,0,0,1,1,0,0
9,127,10:13,2,0,0,0,2,1,0,0
9,132,26:52,14,0,0,6,2,1,4,1
9,131,7:18,4,0,0,0,0,0,0,0
9,60,26:52,22,0,3,4,0,2,0,1
9,62,27:24,23,3,3,4,0,2,0,3
9,55,32:46,11,1,0,1,7,3,1,1
9,61,28:14,4,0,0,7,3,5,1,1
9,56,33:34,9,2,3,5,5,2,0,0
9,58,18:57,8,2,4,4,3,0,1,2
9,59,6:47,3,1,1,2,0,1,0,0
9,63,10:49,0,0,0,1,0,1,0,0
9,57,14:37,3,1,0,2,1,1,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
