game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
35,134,26:23,2,0,0,1,5,0,0,0
35,140,27:59,10,1,4,2,2,0,3,0
35,136,17:51,4,1,0,1,2,2,0,0
35,137,29:57,16,2,1,3,1,2,3,0
35,142,22:02,11,1,2,4,0,1,0,0
35,144,1:34,6,2,0,0,0,0,0,0
35,141,16:07,6,0,0,2,1,0,2,0
35,138,15:32,6,0,0,1,0,2,0,0
35,143,15:21,0,0,0,0,1,1,0,0
35,135,17:58,0,0,0,1,0,2,1,0
35,160,28:55,20,0,3,6,1,3,1,1
35,40,29:05,13,2,0,2,3,2,0,0
35,36,24:03,7,1,0,8,1,1,1,1
35,151,25:56,9,0,1,6,4,0,1,2
35,33,27:24,13,3,0,3,4,3,2,0
35,41,17:51,4,1,0,2,0,4,0,0
35,37,19:52,5,1,2,3,1,1,1,1
35,35,19:26,7,1,0,3,5,4,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
