game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
25,60,36:57,33,0,3,5,0,1,1,1
25,156,17:48,4,0,0,1,1,1,3,0
25,62,32:01,18,2,1,5,1,2,1,1
25,55,33:57,6,0,0,1,5,6,1,0
25,56,24:42,13,3,0,4,3,1,1,0
25,64,3:34,0,0,0,0,0,0,0,0
25,59,3:03,0,0,0,0,0,0,1,0
25,63,20:42,7,0,1,2,5,2,2,0
25,57,27:16,11,3,1,1,5,0,2,1
25,104,31:03,21,0,2,7,3,1,0,5
25,99,25:21,9,0,2,3,8,2,0,0
25,105,27:13,21,3,0,6,4,2,3,1
25,97,26:47,0,0,0,1,7,1,1,0
25,103,30:25,26,1,1,7,1,3,2,3
25,100,16:03,9,1,2,1,2,1,2,0
25,109,2:48,3,1,0,0,0,0,0,0
25,108,17:10,7,1,1,0,1,1,1,0
25,98,6:39,0,0,0,1,1,2,0,0
25,101,16:30,2,0,2,4,2,3,1,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
