game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
28,21,12:10,0,0,0,0,2,0,0,0
28,20,30:39,15,1,1,3,6,1,2,0
28,28,23:24,0,0,0,3,2,3,1,0
28,146,28:53,19,1,2,7,5,2,1,0
28,22,32:51,18,1,2,5,4,2,0,1
28,157,26:40,23,1,3,3,0,3,0,0
28,26,16:36,8,2,0,0,0,0,0,0
28,30,9:47,0,0,2,2,0,0,0,0
28,158,19:00,4,0,1,6,0,2,0,2
28,48,34:37,29,2,0,5,6,3,1,0
28,49,31:51,9,2,3,8,3,0,4,1
28,50,25:33,7,0,0,4,1,2,1,0
28,43,29:52,16,2,0,4,5,3,2,1
28,46,21:41,3,0,1,1,0,1,1,0
28,47,27:03,9,1,3,2,0,1,1,1
28,45,12:51,3,1,0,0,0,0,0,0
28,44,16:32,6,2,0,3,2,0,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
