game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
17,93,34:27,23,1,2,3,1,1,0,1
17,92,29:28,4,1,0,4,1,1,1,0
17,87,24:20,2,0,0,1,5,1,1,0
17,86,35:53,19,3,1,5,1,6,0,0
17,90,34:50,7,0,0,4,5,2,1,0
17,88,11:02,5,1,0,0,1,0,1,0
17,96,4:31,0,0,1,1,0,1,0,0
17,91,25:29,13,1,2,1,1,0,1,0
17,21,27:08,5,1,0,5,2,0,0,1
17,20,34:58,25,2,0,2,8,5,5,0
17,146,34:54,22,1,1,8,5,1,0,1
17,25,10:00,4,0,0,1,3,0,0,0
17,22,39:01,15,0,2,4,4,5,1,0
17,28,19:10,7,1,0,4,0,1,0,0
17,26,13:11,3,1,0,1,0,0,1,0
17,30,15:33,3,1,0,3,1,1,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
