game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
2,93,21:48,14,2,1,3,0,2,1,0
2,92,21:34,8,1,2,0,2,1,0,0
2,87,26:33,6,2,0,3,3,2,1,0
2,86,26:07,9,1,0,4,3,5,2,0
2,90,32:24,7,0,3,15,2,3,0,3
2,89,15:19,16,2,0,2,2,1,0,0
2,88,14:32,8,2,1,1,3,1,1,0
2,96,10:29,9,1,0,2,0,0,0,0
2,91,20:01,11,0,1,4,3,2,1,1
2,134,33:46,14,1,0,1,7,0,4,0
2,140,31:24,18,2,2,6,2,0,1,1
2,136,22:47,2,0,0,1,2,3,0,0
2,137,33:46,10,1,1,3,0,2,3,1
2,142,24:59,7,0,0,6,0,2,2,0
2,141,10:48,7,0,1,1,1,0,2,0
2,145,0:00,0,0,0,0,0,0,0,0
2,138,0:00,0,0,0,0,0,0,0,0
2,139,16:50,13,3,0,1,0,0,1,0
2,143,10:50,2,0,0,0,0,1,0,0
2,135,14:50,0,0,0,1,1,3,0,0
