game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
19,125,28:46,23,5,0,5,6,0,3,0
19,122,36:00,7,1,0,3,5,1,0,0
19,126,6:51,0,0,0,0,0,0,0,0
19,123,23:39,11,3,1,1,1,7,1,1
19,149,36:02,25,1,1,8,1,1,2,0
19,124,31:17,16,3,3,2,1,0,0,0
19,130,2:34,0,0,0,2,0,0,0,0
19,129,2:31,0,0,0,0,0,0,0,0
19,127,5:13,2,0,0,1,2,1,1,0
19,132,23:09,9,0,2,5,4,2,0,0
19,131,3:58,0,0,0,0,0,0,0,0
19,67,29:48,14,1,0,1,4,3,1,1
19,71,38:58,19,0,3,4,2,2,3,1
19,73,19:58,5,1,1,4,0,3,1,0
19,72,36:29,11,0,2,9,2,1,0,0
19,74,23:06,5,0,0,2,5,3,1,0
19,69,24:54,10,1,0,3,1,1,2,2
19,70,11:52,7,1,0,3,0,0,0,0
19,68,11:41,3,1,0,1,0,1,0,0
19,75,0:47,0,0,0,1,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
