game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
11,48,31:16,28,0,0,3,3,4,0,1
11,49,29:32,15,1,3,4,0,0,4,2
11,50,24:17,12,0,0,2,0,2,0,0
11,43,31:44,12,1,1,5,6,0,6,0
11,46,23:57,2,0,2,1,2,0,2,0
11,47,23:58,10,2,1,4,0,0,1,1
11,45,15:35,6,2,1,1,1,0,0,0
11,44,17:28,0,0,0,2,3,0,3,0
11,54,2:14,0,0,0,1,0,0,0,0
11,13,28:46,5,1,1,2,0,3,0,0
11,9,38:06,15,4,1,5,3,3,1,0
11,12,33:44,11,1,0,1,2,9,0,0
11,8,30:56,10,3,0,2,4,3,1,0
11,14,34:12,19,0,2,13,1,1,1,1
11,16,1:43,0,0,0,0,0,0,0,0
11,18,1:26,0,0,0,0,0,0,0,0
11,11,15:36,9,1,2,1,1,0,1,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
