game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
31,60,34:54,14,0,4,6,2,3,1,0
31,62,38:43,20,3,2,9,3,1,4,2
31,55,33:47,10,1,0,4,3,1,0,0
31,59,13:05,1,0,0,0,0,1,0,0
31,63,27:23,15,0,0,3,3,6,3,0
31,156,2:04,0,0,0,0,0,0,0,0
31,64,4:37,0,0,0,0,0,0,0,0
31,57,27:57,11,3,1,5,0,0,3,0
31,56,17:31,5,1,0,1,3,0,1,0
31,93,26:10,13,0,0,5,1,2,0,1
31,92,30:57,23,5,2,7,3,2,0,0
31,87,29:20,8,1,2,1,1,2,0,0
31,86,33:03,10,2,2,1,4,3,3,0
31,90,38:38,8,1,2,10,3,3,2,0
31,94,2:01,0,0,0,0,0,0,0,0
31,88,8:01,3,1,1,1,0,1,0,0
31,96,15:09,6,1,1,3,0,2,0,1
31,91,16:38,7,1,0,3,3,0,1,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
