game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
22,112,38:22,11,1,1,6,1,3,5,0
22,113,41:04,14,1,2,8,1,1,3,1
22,110,44:54,25,5,1,5,5,3,1,0
22,152,37:28,24,0,4,2,2,3,4,2
22,114,42:19,13,1,2,3,3,4,0,1
22,117,8:17,4,0,0,0,1,0,1,0
22,21,39:02,13,3,0,2,5,4,1,1
22,20,36:14,23,4,1,2,2,5,1,0
22,28,37:56,15,3,2,4,6,4,1,0
22,146,43:19,11,1,0,12,2,2,5,0
22,22,37:51,16,3,1,2,3,3,0,1
22,26,7:10,3,1,0,1,2,1,0,0
22,30,15:34,9,3,1,1,3,0,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
