game_id,player_id,time_played,points_scored,threes_scored,off_rebounds,def_rebounds,assists,losts,steals,blocks
21,80,18:23,6,0,0,2,1,1,0,0
21,82,34:30,15,1,3,8,4,1,3,1
21,81,31:35,26,0,4,12,2,2,2,0
21,76,26:53,11,0,0,4,3,1,0,1
21,79,28:22,5,1,0,4,1,1,0,0
21,83,13:13,2,0,0,1,2,1,1,0
21,77,21:09,9,0,1,1,5,2,2,0
21,85,6:10,4,0,0,1,0,0,0,0
21,78,19:45,2,0,1,2,2,1,1,0
21,60,37:44,18,0,2,4,3,1,0,1
21,62,26:19,25,4,5,5,1,2,1,2
21,55,35:18,16,0,0,7,6,2,0,0
21,57,18:50,0,0,0,4,2,1,0,1
21,56,30:26,9,1,3,7,1,2,1,0
21,64,11:39,1,0,0,1,0,0,1,0
21,58,23:33,8,1,1,6,2,1,1,1
21,59,0:00,0,0,0,0,0,0,0,0
21,63,16:11,6,1,1,2,3,3,2,0
